VIN,brand,model,trim,manufacture_year,mileage,transmission,drive_type,fuel_type,exterior_color,interior_color,accidents,owners,car_usage_type,price,car_age,state,MPG
 1FTEW1EP7JKD07624,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2018,81327, Automatic,4WD,Gas,White,Gray,0,2,Personaluse,32995,4, ND,20.5
 5J6RW1H5XKA020338,Honda,CR-V,EX FWD,2019,9283, Automatic,FWD,Gas,Blue,Gray,0,1,Personaluse,28981,3, CA,31.0
 5LMTJ3DH9KUL14987,Lincoln,MKC,Reserve AWD,2019,42196, Automatic,AWD,Gas,Green,Beige,0,1,Personaluse,27814,3, MA,24.5
 JTHBL5EF6H5146670,Lexus,LS,LS 460 RWD,2017,72895, Automatic,RWD,Gas,Black,Black,0,1,Personaluse,44450,5, TX,20.0
 1FMCU9GD2KUC01789,Ford,Escape,SE AWD,2019,41931, Automatic,AWD,Gas,Gray,Gray,0,1,Personaluse,20969,3, FL,25.0
 1C6RRFFG6KN647472,Ram,1500,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD",2019,89837, Automatic,4WD,Gas,Black,Black,0,1,Fleetuse,33577,3, TN,21.5
 1N4AL3APXHC203647,Nissan,Altima,2.5 SL,2017,126472, Automatic,FWD,Gas,Black,Black,0,2,Fleetuse,12998,5, LA,33.0
 1FT7W2BT5KED84668,Ford,Super Duty F-250,Lariat 4WD Crew Cab 6.75' Box,2019,133120, Automatic,4WD,Diesel,Gray,Black,0,1,Personaluse,50995,3, FL,23.5
 1FTEW1E54LFC20290,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,2020,21350, Automatic,4WD,Gas,White,Beige,0,1,Personaluse,49990,2, TN,20.5
 5TFDY5F11LX874098,Toyota,Tundra,SR5 CrewMax 5.5' Bed 5.7L 4WD,2020,47762, Automatic,4WD,Gas,Black,Gray,0,1,Personaluse,40000,2, TX,15.0
 1G1ZD5ST7LF076227,Chevrolet,Malibu,LT,2020,59826, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,21659,2, CA,32.5
 19XFB2F57EE239868,Honda,Civic,LX Sedan CVT,2014,172188, Automatic,FWD,Gas,White,Black,2,3,Personaluse,8800,8, CA,34.5
 5N1AT2MT4LC787660,Nissan,Rogue,S FWD,2020,48197, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,23994,2, GA,29.5
 2GNAXJEV4K6282784,Chevrolet,Equinox,LT with 2FL FWD,2019,146484, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,13900,3, NJ,29.0
 5N1DR2AM2LC585330,Nissan,Pathfinder,S 4WD,2020,112407, Automatic,4WD,Gas,Gray,Black,0,1,Fleetuse,21126,2, IN,23.5
 YV4162XZ0K2018909,Volvo,XC40,T5 Momentum AWD,2019,32500, Automatic,AWD,Gas,Black,Beige,0,1,Personaluse,35968,3, TX,20.5
 1C4RJFBG5KC736354,Jeep,Grand Cherokee,Limited 4WD,2019,28089, Automatic,4WD,Gas,White,Black,0,1,Personaluse,33687,3, IL,21.5
 3VWD17AJ4EM370867,Volkswagen,Jetta,1.8T SE Sedan Auto (PZEV),2014,129826, Automatic,FWD,Gas,White,Black,1,2,Personaluse,8288,8, TX,30.5
 1FTEW1EP2KFA40967,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2019,27968, Automatic,4WD,Gas,Black,Gray,0,1,Personaluse,41987,3, NC,20.5
 1G1FB1RS2H0205239,Chevrolet,Camaro,LT with 1LT Coupe,2017,89803, Automatic,RWD,Gas,Black,Gray,1,3,Fleetuse,19000,5, GA,26.5
 1G1ZD5ST9LF030334,Chevrolet,Malibu,LT,2020,55480, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,22999,2, CA,32.5
 1GTG6CEN5K1315845,GMC,Canyon,SLE Crew Cab Short Box 4WD,2019,29106, Automatic,4WD,Gas,Black,Black,0,2,Personaluse,28900,3, PA,20.5
 5NPD84LF6LH554474,Hyundai,Elantra,SEL 2.0L IVT,2020,60894, Automatic,FWD,Gas,Black,Gray,0,1,Personaluse,18490,2, TX,35.0
 1FTFW1ETXDFB42201,Ford,F-150,FX4 SuperCrew 5.5' Box 4WD,2013,134984, Automatic,4WD,Gas,Black,Gray,1,2,Personaluse,18988,9, FL,16.5
 1FTEW1E48KFB58351,Ford,F-150,Platinum SuperCrew 5.5' Box 4WD,2019,89993, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,44990,3, AL,19.0
 1C4RJFBG1FC758678,Jeep,Grand Cherokee,Limited 4WD,2015,109315, Automatic,4WD,Gas,Black,Black,1,2,Personaluse,20998,7, CT,20.5
 1D7HU18266J131557,Dodge,Ram 1500,Laramie Quad Cab Short Bed 4WD,2006,267616, Automatic,4WD,Gas,Gray,Gray,0,2,Personaluse,4500,16, IL,16.0
 1N4BL4BV3LC192734,Nissan,Altima,2.5 S FWD,2020,65252, Automatic,FWD,Gas,White,Black,1,1,Personaluse,23250,2, TN,33.5
 1FTEW1EP9KFC26604,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2019,52482, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,35520,3, OH,20.5
 3GNAXKEVXLS542727,Chevrolet,Equinox,LT with 1LT FWD,2020,32849, Automatic,FWD,Gas,Blue,Black,0,1,Personaluse,25674,2, TX,29.0
 1FTEW1E51LFA24209,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2020,59712, Automatic,4WD,Gas,White,Gray,0,1,Personaluse,31699,2, IL,20.5
 3FA6P0HDXLR103546,Ford,Fusion,SE FWD,2020,89596, Automatic,FWD,Gas,Gray,Black,0,2,Personaluse,18798,2, NC,28.5
 1FM5K7D99EGC25898,Ford,Explorer,XLT FWD,2014,73548, Automatic,FWD,Gas,White,Black,0,2,Personaluse,15997,8, CO,20.5
 KNDPM3AC3L7722247,Kia,Sportage,LX FWD,2020,44957, Automatic,FWD,Gas,White,Black,0,2,Personaluse,21115,2, FL,26.5
 5TDBZRFH0KS708104,Toyota,Highlander,LE Plus V6 AWD,2019,56843, Automatic,AWD,Gas,Gray,Gray,0,1,Personaluse,28300,3, UT,23.5
 1N4BL4BV8LC244214,Nissan,Altima,2.5 S FWD,2020,62713, Automatic,FWD,Gas,White,Black,0,1,Personaluse,20604,2, FL,33.5
 19XFC2F68KE043102,Honda,Civic,LX Sedan CVT,2019,27472, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,23262,3, CA,34.5
 KNMAT2MTXLP541967,Nissan,Rogue,SV FWD,2020,51220, Automatic,FWD,Gas,White,Black,0,1,Personaluse,22231,2, TX,29.5
 1GYS3TKJXFR526884,Cadillac,Escalade,ESV Premium 2WD,2015,106551, Automatic,RWD,Gas,White,Brown,1,3,Personaluse,33618,7, TX,18.5
 3C4NJCBB6JT501885,Jeep,Compass,Latitude FWD,2018,150950, Automatic,FWD,Gas,White,Black,1,1,Personaluse,13995,4, IL,26.5
 2C4RC1BG5GR292680,Chrysler,Town Country,Touring,2016,118455, Automatic,FWD,Gas,White,Black,0,3,Fleetuse,10980,6, FL,21.0
 1FMJU1KT2HEA18211,Ford,Expedition,Limited RWD,2017,161669, Automatic,RWD,Gas,Black,Black,0,2,Fleetuse,17999,5, TX,18.0
 1G1ZD5ST0LF058930,Chevrolet,Malibu,LT,2020,69345, Automatic,FWD,Gas,White,Black,0,1,Personaluse,20500,2, GA,32.5
 1G1ZD5ST5LF094967,Chevrolet,Malibu,LT,2020,57333, Automatic,FWD,Gas,Gray,Black,1,1,Fleetuse,20477,2, GA,32.5
 1G1ZD5ST4LF085922,Chevrolet,Malibu,LT,2020,53082, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,20977,2, GA,32.5
 1GNSCBKC0GR294273,Chevrolet,Tahoe,LT RWD,2016,152271, Automatic,RWD,Gas,Black,Black,0,2,Personaluse,20999,6, TX,19.5
 19XFC2F52HE208173,Honda,Civic,LX Sedan CVT,2017,68065, Automatic,FWD,Gas,Gray,Black,1,2,Fleetuse,13894,5, FL,35.5
 5GAERCKW7JJ188205,Buick,Enclave,Premium FWD,2018,103652, Automatic,FWD,Gas,Black,Gray,0,1,Personaluse,23908,4, TX,22.0
 1C4RJEAG5MC873888,Jeep,Grand Cherokee WK,Laredo X RWD,2021,2391, Automatic,RWD,Gas,White,Black,0,1,Personaluse,39988,1, TX,22.5
 2C4RDGCG5KR712722,Dodge,Grand Caravan,SXT,2019,63746, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,20430,3, FL,21.0
 1C4RJFBG4JC189799,Jeep,Grand Cherokee,Limited 4WD,2018,32740, Automatic,4WD,Gas,Black,Black,0,3,Fleetuse,31950,4, MD,21.5
 JTHBF5C23C5181893,Lexus,IS,IS 250 Sport RWD Automatic,2012,146222, Automatic,RWD,Gas,White,Black,0,4,Personaluse,11985,10, TX,25.5
 1GTW7AFG0L1222973,GMC,Savana  ,2500 SWB,2020,31088, Automatic,RWD,Gas,White,Black,0,1,Fleetuse,39990,2, AL,21.0
 5FRYD4H42EB045079,Acura,MDX,SH-AWD with Technology Package,2014,118389, Automatic,AWD,Gas,White,Black,0,1,Personaluse,16497,8, NJ,22.5
 WDDWF4JB3JR410004,Mercedes-Benz,C-Class,C 300 Sedan RWD,2018,10751, Automatic,RWD,Gas,White,Beige,0,1,Personaluse,31892,4, CA,29.0
 5TFUY5F12GX524761,Toyota,Tundra,TRD Pro Double Cab 6.5' Bed 5.7L V8 4WD,2016,121221, Automatic,4WD,Gas,Gray,Black,0,2,Personaluse,23997,6, FL,15.0
 1G1PC5SB9F7150554,Chevrolet,Cruze,LT with 1LT Automatic,2015,100163, Automatic,FWD,Gas,Black,Black,0,2,Personaluse,9993,7, OH,32.0
 1HGCV1F37KA123279,Honda,Accord,Sport 1.5T CVT,2019,28203, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,22590,3, NY,32.0
 KNMAT2MVXJP586471,Nissan,Rogue,SV AWD,2018,21975, Automatic,AWD,Gas,White,Black,0,1,Personaluse,25497,4, NJ,28.5
 1FTEW1EF8GFB47570,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2016,71229, Automatic,4WD,Gas,Red,Gray,1,2,Personaluse,28990,6, IN,20.0
 1C6HJTAG4LL186925,Jeep,Gladiator,Sport S,2020,9759, Automatic,4WD,Gas,White,Black,0,2,Personaluse,40906,2, FL,19.5
 3FA6P0HD0LR150522,Ford,Fusion,SE FWD,2020,55495, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,19498,2, FL,28.5
 1FMCU9GD4HUE59594,Ford,Escape,SE 4WD,2017,47647, Automatic,4WD,Gas,White,Gray,0,1,Personaluse,20999,5, PA,25.0
 2C4RDGEG0KR658405,Dodge,Grand Caravan,GT,2019,91203, Automatic,FWD,Gas,Silver,Black,0,2,Personaluse,16000,3, PA,21.0
 1FTEW1CP0LKD23590,Ford,F-150,XL SuperCrew 5.5' Box 2WD,2020,13338, Automatic,RWD,Gas,Gray,Black,0,1,Personaluse,37177,2, TX,22.0
 WBA7F0C55KGM25757,BMW,7 ,750i RWD,2019,49275, Automatic,RWD,Gas,Black,Black,0,1,Personaluse,49995,3, TX,22.0
 JN1BJ1CV2LW542157,Nissan,Rogue Sport,S FWD,2020,50883, Automatic,FWD,Gas,Black,Black,0,1,Fleetuse,20590,2, TX,28.5
 3N1AB7AP4KY317102,Nissan,Sentra,SV CVT,2019,63371, Automatic,FWD,Gas,White,Black,0,2,Personaluse,19595,3, NC,33.0
 1HGCV1F32LA134028,Honda,Accord,Sport 1.5T CVT,2020,17685, Automatic,FWD,Gas,White,Black,0,1,Personaluse,29992,2, FL,32.0
 WBA5R1C56KAK08886,BMW,3 ,330i Sedan RWD,2019,17238, Automatic,RWD,Gas,White,Brown,0,1,Personaluse,34995,3, CA,31.0
 1FTEW1EP8FFC53637,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,2015,160254, Automatic,4WD,Gas,Black,Beige,0,2,Personaluse,21995,7, ND,20.5
 5YFEPMAE5MP244869,Toyota,Corolla,LE CVT,2021,16179, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,23499,1, CA,34.0
 5NPE24AF0JH606767,Hyundai,Sonata,SE 2.4L,2018,98359, Automatic,FWD,Gas,Blue,Gray,1,2,Fleetuse,13998,4, LA,30.5
 1FM5K8ARXKGA29782,Ford, Interceptor Utility,AWD,2019,131100, Automatic,AWD,Gas,Black,Black,2,1,Personaluse,17995,3, NH,26.5
 1G1ZD5ST8LF138816,Chevrolet,Malibu,LT,2020,24556, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,25991,2, GA,32.5
 5UXCR6C5XKLK89451,BMW,X5,xDrive40i,2019,37858, Automatic,AWD,Gas,White,Brown,0,1,Personaluse,52505,3, TX,23.0
 1C6RREJT5MN814762,Ram,1500,"Laramie Crew Cab 5'7"" Box 2WD",2021,18470, Automatic,RWD,Gas,Black,Black,1,1,Fleetuse,42946,1, FL,22.5
 1GNERGKW3LJ190016,Chevrolet,Traverse,LT Cloth with 1LT FWD,2020,26490, Automatic,FWD,Gas,Gray,Black,0,2,Personaluse,32481,2, CA,22.5
 1FTEX1EP5GKE31591,Ford,F-150,XL SuperCab 6.5' Box 4WD,2016,169000, Automatic,4WD,Gas,White,Gray,0,2,Personaluse,15900,6, NC,20.0
 WBXPC93469WJ29589,BMW,X3,xDrive30i AWD,2009,93650, Automatic,AWD,Gas,Gray,Gray,1,3,Personaluse,8990,13, IL,19.5
 2HGFB2F59CH610001,Honda,Civic,LX Sedan Automatic,2012,136225, Automatic,FWD,Gas,Black,Gray,1,3,Fleetuse,8995,10, MD,33.5
 2GNAXUEV4K6269339,Chevrolet,Equinox,LT with 1LT AWD,2019,16460, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,25329,3, MA,27.0
 1FTEW1EP5KFB17685,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2019,34248, Automatic,4WD,Gas,Blue,Gray,0,1,Personaluse,39993,3, MN,20.5
 1G1ZD5ST9LF025246,Chevrolet,Malibu,LT,2020,55122, Automatic,FWD,Gas,Silver,Black,0,2,Personaluse,22238,2, OK,32.5
 2C4RDGCG6KR774128,Dodge,Grand Caravan,SXT,2019,56442, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,22790,3, NV,21.0
 5NPD84LFXLH550962,Hyundai,Elantra,SEL 2.0L IVT,2020,67749, Automatic,FWD,Gas,Red,Gray,0,2,Personaluse,18000,2, TX,35.0
 4T1B11HK7KU815403,Toyota,Camry,XLE Automatic,2019,26188, Automatic,FWD,Gas,Silver,Gray,0,1,Personaluse,25798,3, GA,33.5
 JN8AT2MVXKW395970,Nissan,Rogue,SV AWD,2019,22574, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,27529,3, PA,28.5
 3N1AB7AP1KY289078,Nissan,Sentra,SV CVT,2019,89874, Automatic,FWD,Gas,White,Black,0,1,Fleetuse,15995,3, CA,33.0
 1C4PJMDX6KD236495,Jeep,Cherokee,Limited 4WD,2019,40783, Automatic,4WD,Gas,Black,Black,1,1,Personaluse,24941,3, VA,23.0
 2T2BZMCAXKC177721,Lexus,RX,RX 350 F Sport AWD,2019,18928, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,46900,3, TX,22.5
 3GNAXHEV3LS588385,Chevrolet,Equinox,LS with 1LS FWD,2020,29689, Automatic,FWD,Gas,White,Gray,0,1,Personaluse,24990,2, AR,29.0
 KNAFK4A61G5495804,Kia,Forte,LX Sedan Automatic,2016,33821, Manual,FWD,Gas,Gray,Gray,0,2,Personaluse,15590,6, TX,32.5
 1FTFW1EF6DFA70424,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2013,158445, Automatic,4WD,Gas,White,Gray,1,4,Personaluse,16999,9, AZ,16.5
 4JGFB4KB6LA013369,Mercedes-Benz,GLE,GLE 350 4MATIC,2020,31031, Automatic,AWD,Gas,Gray,Brown,0,1,Personaluse,52998,2, FL,22.5
 2C4RDGCG2KR750425,Dodge,Grand Caravan,SXT,2019,72877, Automatic,FWD,Gas,Silver,Black,0,2,Fleetuse,20988,3, CA,21.0
 5FNRL5H68CB101152,Honda,Odyssey,EX-L,2012,134373, Automatic,FWD,Gas,Gray,Gray,0,2,Personaluse,13429,10, FL,22.5
 4JGDF6EEXKB236536,Mercedes-Benz,GLS,GLS 450 4MATIC SUV,2019,39211, Automatic,AWD,Gas,Silver,Black,0,1,Personaluse,55998,3, FL,19.0
 5XYPG4A52LG671390,Kia,Sorento,LX V6 FWD,2020,67053, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,21995,2, FL,22.5
 1FTEW1E48LKD78503,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2020,56631, Automatic,4WD,Gas,Silver,Black,0,2,Fleetuse,35000,2, TX,20.5
 5YFBURHEXGP452233,Toyota,Corolla,L Automatic,2016,76160, Automatic,FWD,Gas,Red,Gray,1,4,Personaluse,13498,6, CA,31.5
 W1N0G8DB9MF871643,Mercedes-Benz,GLC,GLC 300 SUV RWD,2021,23627, Automatic,RWD,Gas,Gray,Gray,0,1,Fleetuse,43788,1, FL,25.5
 1GNSCBKC2KR118169,Chevrolet,Tahoe,LT RWD,2019,70115, Automatic,RWD,Gas,Black,Black,0,2,Fleetuse,40418,3, TX,18.5
 1FT7W2B62FEB21232,Ford,Super Duty F-250,"Lariat Crew Cab 172"" 4WD",2015,164019, Automatic,4WD,Gas,Red,Black,0,2,Personaluse,33595,7, TX,23.5
 1C4HJXEN3LW271598,Jeep,Wrangler,Unlimited Sahara High Altitude,2020,23696, Automatic,4WD,Gas,White,Black,0,2,Personaluse,45989,2, OH,21.5
 JN8AT2MV7KW387700,Nissan,Rogue,SV AWD,2019,34390, Automatic,AWD,Gas,White,Black,0,1,Personaluse,20944,3, NY,28.5
 5TFDW5F13KX849403,Toyota,Tundra,SR5 CrewMax 5.5' Bed 5.7L FFV 4WD,2019,50524, Automatic,4WD,Gas,Gray,Gray,0,2,Personaluse,41999,3, TX,15.0
 3C6RR6LT9GG292749,Ram,1500,"Lone Star Crew Cab 5'7"" Box 2WD",2016,144685, Automatic,RWD,Gas,Gray,Gray,0,2,Personaluse,19990,6, TX,21.0
 1FTEW1C59KKC38227,Ford,F-150,XLT SuperCrew 5.5' Box 2WD,2019,46235, Automatic,RWD,Gas,Black,Gray,1,2,Personaluse,33998,3, CA,22.0
 2C3CDXBG6JH135568,Dodge,Charger,SXT RWD,2018,35172, Automatic,RWD,Gas,Silver,Black,0,1,Personaluse,25968,4, TX,24.5
 KNMAT2MV4KP549644,Nissan,Rogue,SV AWD,2019,61410, Automatic,AWD,Gas,Black,Black,1,2,Personaluse,15495,3, NY,28.5
 1FMSK7DH8LGA49143,Ford,Explorer,XLT RWD,2020,17729, Automatic,RWD,Gas,Red,Black,0,1,Personaluse,34995,2, FL,24.5
 1C4RJFBG5KC841234,Jeep,Grand Cherokee,Limited 4WD,2019,38373, Automatic,4WD,Gas,White,Black,0,1,Personaluse,33500,3, MD,21.5
 1C4BJWFG5FL639172,Jeep,Wrangler,Unlimited Rubicon,2015,48474, Manual,4WD,Gas,Silver,Black,0,1,Personaluse,29985,7, IL,18.5
 1FM5K8DH0KGB19221,Ford,Explorer,XLT 4WD,2019,41526, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,29995,3, NJ,19.0
 2GNAXJEV4J6242834,Chevrolet,Equinox,LT with 1LT FWD,2018,48297, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,20495,4, FL,29.0
 3KPF24AD9KE112609,Kia,Forte,LXS IVT,2019,109507, Automatic,FWD,Gas,White,Black,0,2,Fleetuse,14500,3, OH,35.0
 2C4RDGCG2KR611816,Dodge,Grand Caravan,SXT,2019,51614, Automatic,FWD,Gas,Silver,Black,1,2,Personaluse,23500,3, IN,21.0
 1FMCU0JD4HUE55002,Ford,Escape,Titanium FWD,2017,91972, Automatic,FWD,Gas,White,Black,0,1,Personaluse,14995,5, CA,26.5
 1FT7W2BN9NED01670,Ford,Super Duty F-250,LARIAT Crew Cab 6.75' Box 4WD,2022,7935, Automatic,4WD,Gas,White,Beige,0,1,Personaluse,73556,0, SC,23.5
 3GCUYDED2KG184059,Chevrolet,Silverado 1500,LT Crew Cab Short Box 4WD,2019,36006, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,42995,3, CA,20.5
 3GCUKREC1JG396701,Chevrolet,Silverado 1500,LT Z71 Crew Cab Short Box 4WD,2018,76582, Automatic,4WD,Gas,Black,Black,1,1,Personaluse,28000,4, TX,19.5
 1FTFX1E45KKE82981,Ford,F-150,XL SuperCab 6.5' Box 4WD,2019,78366, Automatic,4WD,Gas,White,Black,0,2,Personaluse,27499,3, OH,20.5
 1FTEW1E81GFC75151,Ford,F-150,XL SuperCrew 5.5' Box 4WD,2016,124677, Automatic,4WD,Gas,Silver,Gray,0,1,Fleetuse,20999,6, GA,20.0
 1FATP8UH8K5158427,Ford,Mustang,EcoBoost Premium Convertible,2019,62606, Automatic,RWD,Gas,White,Black,0,1,Personaluse,26995,3, NC,24.0
 1GKS2BKC0LR271389,GMC,Yukon,SLT 4WD,2020,56401, Automatic,4WD,Gas,Red,Black,0,1,Personaluse,42194,2, TX,18.0
 3FA6P0H75GR218944,Ford,Fusion,SE FWD,2016,32069, Automatic,FWD,Gas,Gray,Beige,0,2,Fleetuse,17000,6, ID,28.0
 1FA6P8JZ3K5552606,Ford,Mustang,Shelby GT350 Fastback,2019,4814, Manual,RWD,Gas,Black,Black,0,1,Personaluse,69988,3, TX,17.5
 4T1B11HK2JU634899,Toyota,Camry,LE I4 Automatic,2018,49395, Automatic,FWD,Gas,White,Gray,0,1,Personaluse,22997,4, TX,33.5
 1FTEW1EB1KKC71404,Ford,F-150,XL SuperCrew 5.5' Box 4WD,2019,31873, Automatic,4WD,Gas,White,Gray,1,2,Personaluse,37995,3, WA,20.5
 5YFBURHE4GP407420,Toyota,Corolla,S Plus CVT,2016,134739, Automatic,FWD,Gas,White,Black,0,2,Personaluse,11999,6, CA,33.0
 3FA6P0H7XJR227341,Ford,Fusion,SE FWD,2018,72495, Automatic,FWD,Gas,White,Gray,0,2,Fleetuse,18493,4, KY,26.5
 2HGFB2F59DH526777,Honda,Civic,LX Sedan Automatic,2013,119010, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,10800,9, MA,33.5
 1GCUYEED7KZ389057,Chevrolet,Silverado 1500,RST Crew Cab Short Box 4WD,2019,7285, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,43410,3, CO,20.5
 JN8AT2MV0KW378126,Nissan,Rogue,SV AWD,2019,32971, Automatic,AWD,Gas,White,Black,0,1,Personaluse,22111,3, NY,28.5
 2GNAXKEV9K6179379,Chevrolet,Equinox,LT with 1LT FWD,2019,57602, Automatic,FWD,Gas,White,Black,0,1,Fleetuse,22395,3, AR,29.0
 3N1AB7AP3KY289115,Nissan,Sentra,SV CVT,2019,80526, Automatic,FWD,Gas,White,Black,0,1,Fleetuse,12999,3, AZ,33.0
 1C6SRFFT8MN504007,Ram,1500,"Big Horn Crew Cab 5'7"" Box 4WD",2021,24145, Automatic,4WD,Gas,Red,Black,0,1,Personaluse,41999,1, OH,21.5
 3C4NJCBBXJT108861,Jeep,Compass,Latitude FWD,2018,43980, Automatic,FWD,Gas,Black,Gray,1,3,Personaluse,19677,4, FL,26.5
 1C6RR6FT7ES173129,Ram,1500,"Tradesman Quad Cab 6'4"" Box 2WD",2014,151249, Automatic,RWD,Gas,Gray,Gray,1,2,Personaluse,13700,8, TX,21.0
 4T1G11AKXMU419422,Toyota,Camry,SE Automatic,2021,15416, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,32999,1, TX,33.5
 4T1B11HK0KU789906,Toyota,Camry,SE Automatic,2019,70090, Automatic,FWD,Gas,Black,Black,0,2,Personaluse,19198,3, FL,33.5
 1C4RJFBG8KC783197,Jeep,Grand Cherokee,Limited 4WD,2019,81329, Automatic,4WD,Gas,White,Black,0,2,Personaluse,27959,3, AL,21.5
 1FTEW1E40KFB49319,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2019,44103, Automatic,4WD,Gas,White,Beige,0,2,Personaluse,35995,3, MD,20.5
 1FTFW1E59KF204781,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2019,38909, Automatic,4WD,Gas,White,Beige,0,0,Personaluse,38939,3, IL,20.5
 7FARW2H80KE040857,Honda,CR-V,EX-L AWD,2019,30652, Automatic,AWD,Gas,Black,Black,0,1,Fleetuse,26539,3, NY,30.0
 1FTEW1EP6FKD35955,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,2015,96431, Automatic,4WD,Gas,Black,Beige,0,2,Personaluse,30998,7, CO,20.5
 1G1ZD5ST8LF043513,Chevrolet,Malibu,LT,2020,44932, Automatic,FWD,Gas,Silver,Black,1,1,Personaluse,22987,2, FL,32.5
 1C4RJFAG5JC492690,Jeep,Grand Cherokee,Laredo E 4WD,2018,52103, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,27994,4, TN,21.5
 1FTFW1EF0EKD79900,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2014,152588, Automatic,4WD,Gas,Black,Gray,0,1,Personaluse,19619,8, TX,16.5
 JTDEPRAE1LJ036214,Toyota,Corolla,LE CVT,2020,49900, Automatic,FWD,Gas,Black,Black,0,2,Fleetuse,17999,2, AZ,34.0
 1FT8W3BT5KED09284,Ford,Super Duty F-350,Lariat 4WD Crew Cab 6.75' Box SRW,2019,141304, Automatic,4WD,Diesel,Red,Black,1,1,Personaluse,46704,3, MO,23.5
 3N1AB7AP0KY206479,Nissan,Sentra,SR CVT,2019,58262, Automatic,FWD,Gas,Black,Black,1,1,Personaluse,15000,3, TX,33.0
 3FA6P0H72JR111678,Ford,Fusion,SE FWD,2018,50305, Automatic,FWD,Gas,Blue,Black,0,2,Fleetuse,18590,4, TX,26.5
 JN1BJ1CP8KW527937,Nissan,Rogue Sport,S FWD,2019,71393, Automatic,FWD,Gas,Silver,Black,0,2,Personaluse,17988,3, CA,28.5
 1N4BL4BV7LC223080,Nissan,Altima,2.5 S FWD,2020,32641, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,21688,2, CA,33.5
 SALWR2RV5KA829839,Land Rover,Rover Range Rover Sport,V6 Supercharged HSE,2019,46178, Automatic,4WD,Diesel,Black,Black,0,1,Personaluse,58994,3, FL,20.0
 1FT7W2B61BEC19789,Ford,Super Duty F-250,"XL Crew Cab 156"" 4WD",2011,274110, Automatic,4WD,Gas,White,Gray,0,4,Fleetuse,15975,11, TX,23.5
 WDBFA67F2WF169431,Mercedes-Benz,SL,SL 500,1998,71997, Automatic,RWD,Gas,Silver,Gray,0,5,Personaluse,11995,24, IN,19.5
 1C4PJLCB6JD567950,Jeep,Cherokee,Latitude FWD,2018,49868, Automatic,FWD,Gas,White,Black,0,3,Personaluse,16995,4, NV,25.5
 2C4RDGEG8KR579984,Dodge,Grand Caravan,GT,2019,58012, Automatic,FWD,Gas,Black,Black,0,2,Personaluse,17788,3, OK,21.0
 1C4RJFBG3KC591170,Jeep,Grand Cherokee,Limited 4WD,2019,41303, Automatic,4WD,Gas,White,Black,0,2,Personaluse,32989,3, MD,21.5
 1C4PJMDN0KD320438,Jeep,Cherokee,Limited 4WD,2019,36734, Automatic,4WD,Gas,White,Black,1,1,Personaluse,27491,3, NY,23.0
 1FMCU9HD0JUB70345,Ford,Escape,SEL 4WD,2018,47175, Automatic,4WD,Gas,Silver,Black,0,2,Personaluse,21500,4, IN,25.0
 1FTRF3D65KED46671,Ford,Super Duty F-350,XL 4WD Reg Cab 8' Box DRW,2019,40590, Automatic,4WD,Gas,White,Gray,0,2,Personaluse,43995,3, TX,23.5
